RT_ID,SN_B,SN_E,STOP_CD_B,STOP_CD_E,DIST,LMT_SPD
VSDXS2-NA2,1,30,ESTSI1A,SANVI2A,236175,60
VACARV1-N2,1,9,ESTAN1A,VALLE1A,18083,30
VTAFS7-NA2,1,45,TABLA3A,SANVI1A,488449,60
VTAXEA-NA2,1,29,TABLA3A,AMANE1A,176450,40
VTENPC-NA1,1,12,ESTATCA,PACHO  ,144306,40
VTENPH-NA1,1,6,ESTATCA,PACUR  ,24496,40
VTEPPB-NA2,1,21,ESTATCA,PACAB  ,92057,40
VPX7E1-NA2,1,10,PEGRE1A,ESTLP2A,24205,40
VPX7PP-NA2,1,15,PEGRE1A,PAPUE  ,57940,40
VPX7SP-NA2,1,13,PEGRE1A,AVE3CSA,43361,40
VPX799-NA2,1,25,PEGRE1A,SSMTM3A,162224,50
VP2ACA-NA2,1,15,ESTAPEA,PENAB1A,43613,40
VSBFTE-NA2,1,18,ESTSI2A,ESTATCA,60421,40
VSBFTR-NA2,1,21,ESTSI2A,TTOTC1A,81752,40
VSBFV1-NA2,1,8,ESTSI2A,VALLE1A,9974,30
VSBNAL-NA1,1,9,ESTSI2A,ALBROCA,30278,40
VSBNA2-NA1,1,10,ESTSI2A,AMELI3A,49334,40
VSIBPD-NA2,1,24,YSAJO1A,PADON  ,138618,40
VSINPH-NA1,1,15,YSAJO1A,PACUR  ,98835,40
VSISBV-NA2,1,20,YSAJO1A,BVVCS1A,113769,40
VSISCE-NA2,1,18,YSAJO1A,BVVCS2A,99320,40
VSISPC-PT1,1,28,YSAJO1A,PACHO  ,299925,40
VTEPPO-NA2,1,16,ESTATCA,PAOJO  ,44131,40
VTEPSB-NA2,1,14,ESTATCA,ESTSI2A,31646,60
VT1NAL-NA1,1,5,TORCA2A,ALBROCA,27275,40
VT1NA3-NA1,1,6,TORCA2A,ADETM2A,37001,60
VT1NC5-NA1,1,8,TORCA2A,HSBCL3A,73735,60
VT1NEM-NA1,1,6,TORCA2A,ESTAMAA,42670,40
VT1NPC-NA1,1,6,TORCA2A,PACHO  ,48244,40
VP2ASI-NA2,1,4,ESTAPEA,YSAJO1A,2068,40
VP2BDO-NA2,1,23,ESTAPEA,ESTA24A,119243,60
VP2BPD-NA2,1,21,ESTAPEA,PADON  ,98609,40
VP2DVL-NA2,1,12,ESTAPEA,VERDB2A,41391,40
VP2EES-NA2,1,29,ESTAPEA,ESTASIA,166930,40
VSBNA3-NA1,1,10,ESTSI2A,ADETM2A,38668,60
VSBNCN-NA1,1,12,ESTSI2A,CVANA2A,67302,60
VSBNCV-NA1,1,11,ESTSI2A,CRUVHVA,55003,60
VSBNC5-NA1,1,12,ESTSI2A,HSBCL3A,68836,60
VSBNED-NA1,1,9,ESTSI2A,DORAD1A,24467,60
VSBNEM-NA1,1,17,ESTSI2A,ESTAMAA,147666,40
VSBNE3-NA1,1,11,ESTSI2A,ESTICAA,57702,40
VSBNE4-NA1,1,10,ESTSI2A,ESTVARA,40920,40
VSI7PP-NA2,1,17,YSAJO1A,PAPUE  ,81018,40
VSPDPP-NA2,1,5,AVE3CSA,PAPUE  ,6122,40
VSPD99-NA2,1,17,AVE3CSA,SSMTM3A,80590,50
VSPJC1-NA2,1,12,AVE3CSA,CONCE1A,28800,40
VSPJEB-NA2,1,12,AVE3CSA,ETBVE1A,24560,60
VT1NPH-NA1,1,5,TORCA2A,PACUR  ,24411,40
VT1NVV-NA1,1,6,TORCA2A,VVETK2A,39741,60
VT1PAC-NA2,1,17,TORCA2A,ESTAN1A,50771,60
VT1PAE-NA2,1,18,TORCA2A,ESTAN2A,56978,60
VT1PAZ-NA2,1,24,TORCA2A,EALCDIA,126613,30
VP2HC1-NA2,1,9,ESTAPEA,CONCE1A,19815,40
VP2HEB-NA2,1,25,ESTAPEA,ETBVE1A,133835,60
VP2HJV-NA2,1,8,ESTAPEA,JJVAL1A,14345,60
VP2NAL-NA1,1,14,ESTAPEA,ALBROCA,88370,40
VP2NPH-NA1,1,14,ESTAPEA,PACUR  ,85506,40
VSBNL2-NA1,1,12,ESTSI2A,LPAVA2A,67727,60
VSBNMC-NA1,1,16,ESTSI2A,MERMACA,131893,60
VSBNPC-NA1,1,15,ESTSI2A,PACHO  ,140360,40
VSBNPT-NA1,1,16,ESTSI2A,PAICT1A,141268,60
VSBNPU-NA1,1,12,ESTSI2A,URRACCA,68836,60
VSBNVV-NA1,1,10,ESTSI2A,VVETK2A,41408,60
VSPSAL-PT1,1,15,AVE3CSA,ALBROCA,153467,40
VSPSBV-NA2,1,6,AVE3CSA,BVVCS1A,16058,40
VSPSCE-NA2,1,9,AVE3CSA,BVVCS2A,21752,40
VSPSCN-PT1,1,15,AVE3CSA,CVANA2A,142357,60
VSPSEM-PT1,1,16,AVE3CSA,ESTAMAA,134909,40
VSPSMC-PT1,1,14,AVE3CSA,MERMACA,129476,60
VSPSPC-PT1,1,14,AVE3CSA,PACHO  ,133606,40
VVISPC-PT1,1,14,VERDB1A,PACHO  ,156042,40
VVISPH-PT1,1,15,VERDB1A,PACUR  ,175098,40
VVISPU-PT1,1,10,VERDB1A,URRACCA,84447,60
VVITPD-NA2,1,31,VERDB1A,PADON  ,232751,40
VVIUER-NA2,1,9,VERDB1A,ESTAPAA,18168,40
VVIULR-NA2,1,16,VERDB1A,PUEBL4A,58592,60
VP2SBV-NA2,1,19,ESTAPEA,BVVCS1A,95725,40
VP2SCE-NA2,1,18,ESTAPEA,BVVCS2A,92203,40
VP2SC5-CR1,1,22,ESTAPEA,HSBCL3A,159093,60
VP2SEM-CR1,1,27,ESTAPEA,ESTAMAA,270194,40
VSBRAC-NA2,1,11,ESTSI2A,ESTAN1A,20193,60
VSBRAE-NA2,1,12,ESTSI2A,ESTAN2A,24300,60
VSBREA-NA2,1,23,ESTSI2A,AMANE1A,118265,40
VSBREC-NA2,1,15,ESTSI2A,ESTACAA,38188,40
VSBRGE-NA2,1,18,ESTSI2A,GESTATA,59922,60
VSPSPH-PT1,1,14,AVE3CSA,PACUR  ,134303,40
VSPTPD-NA2,1,30,AVE3CSA,PADON  ,254663,40
VSTPSB-NA2,1,13,ESTASLA,ESTSI2A,20414,60
VS1NPC-NA1,1,7,ETAP11A,PACHO  ,46858,40
VS1NPH-NA1,1,6,ETAP11A,PACUR  ,24234,40
VVANEM-NA1,1,18,VALLE2A,ESTAMAA,165986,40
VVANMC-NA1,1,17,VALLE2A,MERMACA,148897,60
VVANPC-NA1,1,11,VALLE2A,PACHO  ,59019,40
VVANPH-NA1,1,10,VALLE2A,PACUR  ,35206,40
VVANVV-NA1,1,11,VALLE2A,VVETK2A,50516,60
VVAPAC-NA2,1,9,VALLE2A,ESTAN1A,30959,60
VVAPAE-NA2,1,10,VALLE2A,ESTAN2A,36644,60
VVAPAZ-NA2,1,13,VALLE2A,EALCDIA,54578,30
VP2SMC-CR1,1,27,ESTAPEA,MERMACA,270207,60
VP2SPC-CR1,1,27,ESTAPEA,PACHO  ,274337,40
VP2SPU-CR1,1,23,ESTAPEA,URRACCA,179750,60
VP2TXA-NA2,1,4,ESTAPEA,139TM2A,8847,40
VSBRLA-NA2,1,10,ESTSI2A,ANDESLA,17041,30
VSBRMS-NA2,1,17,ESTSI2A,MASMITA,52339,60
VSBRPB-NA2,1,13,ESTSI2A,PACAB  ,34727,40
VSBRPO-NA2,1,10,ESTSI2A,PAOJO  ,16478,40
VSBRPS-NA2,1,13,ESTSI2A,VPESA1A,29591,30
VSBRSD-NA2,1,6,ESTSI2A,ESTSI1A,4858,60
VSBRVE-NA2,1,12,ESTSI2A,VERAN3A,24426,40
VS1PPB-NA2,1,12,ETAP11A,PACAB  ,46624,40
VS1PPO-NA2,1,5,ETAP11A,PAOJO  ,10806,40
VS1PSB-NA2,1,8,ETAP11A,ESTSI2A,6911,60
VS3NAL-NA1,1,7,SANTA2A,ALBROCA,31159,40
VS3NC5-NA1,1,10,SANTA2A,HSBCL3A,75126,60
VS3NEM-NA1,1,8,SANTA2A,ESTAMAA,47021,40
VS3NMC-NA1,1,14,SANTA2A,MERMACA,145395,60
VS3NPC-NA1,1,8,SANTA2A,PACHO  ,52595,40
VS3NPH-NA1,1,7,SANTA2A,PACUR  ,28295,40
VS3NVV-NA1,1,8,SANTA2A,VVETK2A,44092,60
VVAPSB-NA2,1,10,VALLE2A,ESTSI2A,16834,60
VVAZEP-NA2,1,12,VALLE2A,PODERTA,26433,40
VVAZM1-NA2,1,13,VALLE2A,MANOP1A,36421,40
VVAZST-NA2,1,12,VALLE2A,ESTASLA,26227,40
VVAZS1-NA2,1,5,VALLE2A,ETAP11A,5533,40
VVAZTE-NA2,1,13,VALLE2A,ESTATCA,30840,40
VVAZV1-NA2,1,2,VALLE2A,VALLE1A,617,30
VVENAL-NA1,1,6,VERAN3A,ALBROCA,23305,40
VVENC5-NA1,1,9,VERAN3A,HSBCL3A,59073,60
VVENMC-NA1,1,13,VERAN3A,MERMACA,118410,60
VP27CP-NA2,1,7,ESTAPEA,CPRAD1A,23778,30
VP27DB-NA2,1,6,ESTAPEA,CAL1C1A,18652,40
VP27ER-NA2,1,3,ESTAPEA,ESTAPAA,3201,40
VP27E1-NA2,1,10,ESTAPEA,ESTLP2A,24438,40
VP27LR-NA2,1,11,ESTAPEA,PUEBL4A,29456,60
VP27PP-NA2,1,16,ESTAPEA,PAPUE  ,65803,40
VP27SP-NA2,1,14,ESTAPEA,AVE3CSA,50168,40
VP2799-NA2,1,26,ESTAPEA,SSMTM3A,175367,50
VSBRVR-NA2,1,19,ESTSI2A,VILRICA,68153,40
VSBXAZ-NA2,1,16,ESTSI2A,EALCDIA,57029,30
VSBXBN-NA2,1,35,ESTSI2A,DONBN2A,275630,60
VSBXCH-NA2,1,53,ESTSI2A,CHAGR1A,662136,60
VS3PAC-NA2,1,17,SANTA2A,ESTAN1A,42131,60
VS3PAE-NA2,1,18,SANTA2A,ESTAN2A,47798,60
VS3PBN-NA2,1,41,SANTA2A,DONBN2A,383289,60
VT1PEA-NA2,1,31,TORCA2A,AMANE1A,213875,40
VT1PLA-NA2,1,16,TORCA2A,ANDESLA,45519,30
VT1PPB-NA2,1,21,TORCA2A,PACAB  ,93157,40
VT1PPF-NA2,1,27,TORCA2A,PBAVE1A,140195,40
VP7NPH-NA1,1,3,POLSI2A,PACUR  ,19008,40
VP7PPB-NA2,1,16,POLSI2A,PACAB  ,60771,40
VP7PPO-NA2,1,8,POLSI2A,PAOJO  ,14111,40
VP7PSB-NA2,1,6,POLSI2A,ESTSI2A,5972,60
VP8BDR-NA2,1,15,PPAPC2A,PARED1A,75449,60
VP8BPD-NA2,1,23,PPAPC2A,PADON  ,177936,40
VSBXS2-NA2,1,25,ESTSI2A,SANVI2A,153710,60
VS3PEA-NA2,1,31,SANTA2A,AMANE1A,197675,40
VS3PEC-NA2,1,21,SANTA2A,ESTACAA,82287,40
VS3PLA-NA2,1,16,SANTA2A,ANDESLA,37419,30
VVAPBN-NA2,1,30,VALLE2A,DONBN2A,267353,60
VVAPCH-NA2,1,48,VALLE2A,CHAGR1A,651429,60
VP8BP4-NA2,1,2,PPAPC2A,PPAPC1A,914,40
VP8EES-NA2,1,29,PPAPC2A,ESTASIA,276657,40
VP8EMX-NA2,1,24,PPAPC2A,MAINT1A,197445,40
VP8SAL-PT1,1,43,PPAPC2A,ALBROCA,813771,40
VSDFEP-NA2,1,15,ESTSI1A,PODERTA,51559,40
VSDFM1-NA2,1,13,ESTSI1A,MANOP1A,49241,40
VSDXS7-NA2,1,45,ESTSI1A,SANVI1A,518287,60
VS3PPB-NA2,1,21,SANTA2A,PACAB  ,82357,40
VS3PPO-NA2,1,16,SANTA2A,PAOJO  ,36856,40
VS3PPS-NA2,1,19,SANTA2A,VPESA1A,54649,30
VS3PSB-NA2,1,14,SANTA2A,ESTSI2A,25341,60
VVENPC-NA1,1,7,VERAN3A,PACHO  ,42008,40
VVENPH-NA1,1,5,VERAN3A,PACUR  ,19765,40
VVENST-NA2,1,14,VERAN3A,ESTASLA,46676,40
VVENTE-NA2,1,13,VERAN3A,ESTATCA,43221,40
VVERAC-NA2,1,3,VERAN3A,ESTAN1A,1337,60
VVERLA-NA2,1,3,VERAN3A,ANDESLA,1052,30
VVERPB-NA2,1,19,VERAN3A,PACAB  ,77980,40
VVERPF-NA2,1,11,VERAN3A,PBAVE1A,29264,40
VVERPO-NA2,1,4,VERAN3A,PAOJO  ,2268,40
VVERSB-NA2,1,8,VERAN3A,ESTSI2A,9246,60
VP8SBV-NA2,1,32,PPAPC2A,BVVCS1A,378664,40
VP8SCE-NA2,1,32,PPAPC2A,BVVCS2A,378145,40
VSDFPN-NA2,1,7,ESTSI1A,POLIC1A,15869,30
VSDFP7-NA2,1,6,ESTSI1A,POLSI2A,12212,30
VSDFST-NA2,1,15,ESTSI1A,ESTASLA,51353,40
VSDFS1-NA2,1,9,ESTSI1A,ETAP11A,22419,40
VSDFTE-NA2,1,15,ESTSI1A,ESTATCA,51910,40
VSDFTR-NA2,1,18,ESTSI1A,TTOTC1A,70787,40
VS3PVE-NA2,1,18,SANTA2A,VERAN3A,47924,40
VS3PVR-NA2,1,25,SANTA2A,VILRICA,102571,40
VS3ZEP-NA2,1,2,SANTA2A,PODERTA,585,40
VS3ZM1-NA2,1,13,SANTA2A,MANOP1A,28135,40
VS3ZST-NA2,1,2,SANTA2A,ESTASLA,379,40
VS3ZS1-NA2,1,8,SANTA2A,ETAP11A,8646,40
VS3ZTE-NA2,1,2,SANTA2A,ESTATCA,936,40
VS3ZTR-NA2,1,5,SANTA2A,TTOTC1A,4237,40
VT1PPO-NA2,1,16,TORCA2A,PAOJO  ,44956,40
VT1PSB-NA2,1,14,TORCA2A,ESTSI2A,32361,60
VT1PVE-NA2,1,18,TORCA2A,VERAN3A,57104,40
VP8SEM-PT1,1,40,PPAPC2A,ESTAMAA,686445,40
VP8SPC-PT1,1,40,PPAPC2A,PACHO  ,690588,40
VSDFV1-NA2,1,11,ESTSI1A,VALLE1A,35328,30
VSDNAL-NA1,1,4,ESTSI1A,ALBROCA,20056,40
VSDNA2-NA1,1,5,ESTSI1A,AMELI3A,37317,40
VSDNA3-NA1,1,5,ESTSI1A,ADETM2A,26651,60
VSDNCN-NA1,1,7,ESTSI1A,CVANA2A,51695,60
VSDNCV-NA1,1,6,ESTSI1A,CRUVHVA,41191,60
VSDNC5-NA1,1,7,ESTSI1A,HSBCL3A,53229,60
VSDNED-NA1,1,4,ESTSI1A,DORAD1A,14245,60
VSDNEM-NA1,1,12,ESTSI1A,ESTAMAA,123084,40
VSDNE3-NA1,1,6,ESTSI1A,ESTICAA,43890,40
VSDNE4-NA1,1,5,ESTSI1A,ESTVARA,28903,40
VSDNL2-NA1,1,7,ESTSI1A,LPAVA2A,52120,60
VSDNMC-NA1,1,11,ESTSI1A,MERMACA,109106,60
VS3ZV1-NA2,1,13,SANTA2A,VALLE1A,23789,30
VACCNEM-R1,1,13,ESTAN1A,ESTAMAA,131527,40
VACCNEP-N2,1,16,ESTAN1A,PODERTA,52120,40
VTAFV1-NA2,1,12,TABLA3A,VALLE1A,27432,30
VTANAL-NA1,1,5,TABLA3A,ALBROCA,21339,40
VVVKVR-NA2,1,17,VVETK1A,VILRICA,89516,40
VVAPEA-NA2,1,20,VALLE2A,AMANE1A,114869,40
VVAPEC-NA2,1,10,VALLE2A,ESTACAA,32611,40
VVAPLA-NA2,1,8,VALLE2A,ANDESLA,26229,30
VVAPPB-NA2,1,10,VALLE2A,PACAB  ,32681,40
VVAPPO-NA2,1,8,VALLE2A,PAOJO  ,25666,40
VP8SPH-PT1,1,40,PPAPC2A,PACUR  ,691285,40
VP8SPU-PT1,1,36,PPAPC2A,URRACCA,529345,60
VP85CP-NA2,1,34,PPAPC2A,CPRAD1A,388552,30
VSDNPC-NA1,1,5,ESTSI1A,PACHO  ,37894,40
VSDNPH-NA1,1,4,ESTSI1A,PACUR  ,17192,40
VSDNPT-NA1,1,11,ESTSI1A,PAICT1A,118481,60
VSDNPU-NA1,1,7,ESTSI1A,URRACCA,53229,60
VSDNVV-NA1,1,5,ESTSI1A,VVETK2A,29391,60
VSDRAC-NA2,1,6,ESTSI1A,ESTAN1A,6381,60
VSDRAE-NA2,1,7,ESTSI1A,ESTAN2A,8693,60
VSDREA-NA2,1,28,ESTSI1A,AMANE1A,195090,40
VSDREC-NA2,1,18,ESTSI1A,ESTACAA,83282,40
VTANA2-NA1,1,6,TABLA3A,AMELI3A,39024,40
VTANA3-NA1,1,6,TABLA3A,ADETM2A,28358,60
VTANCN-NA1,1,8,TABLA3A,CVANA2A,54250,60
VTANC5-NA1,1,8,TABLA3A,HSBCL3A,55784,60
VTANED-NA1,1,5,TABLA3A,DORAD1A,15528,60
VTANEM-NA1,1,13,TABLA3A,ESTAMAA,127759,40
VTANEP-NA2,1,13,TABLA3A,PODERTA,38052,40
VTANE3-NA1,1,7,TABLA3A,ESTICAA,46021,40
VTANE4-NA1,1,6,TABLA3A,ESTVARA,30610,40
VTANL2-NA1,1,8,TABLA3A,LPAVA2A,54675,60
VTANMC-NA1,1,12,TABLA3A,MERMACA,113357,60
VVERVR-NA2,1,8,VERAN3A,VILRICA,14495,40
VVEZPS-NA2,1,2,VERAN3A,VPESA1A,926,30
VVIJP6-NA2,1,16,VERDB1A,PREAL2A,58141,50
VVISAL-PT1,1,17,VERDB1A,ALBROCA,211989,40
VVISBV-NA2,1,6,VERDB1A,BVVCS1A,23414,40
VVISCE-NA2,1,6,VERDB1A,BVVCS2A,22895,40
VVISEM-PT1,1,14,VERDB1A,ESTAMAA,151899,40
VP85ER-NA2,1,33,PPAPC2A,ESTAPAA,365298,40
VP85PP-NA2,1,42,PPAPC2A,PAPUE  ,587263,40
VSDRGE-NA2,1,13,ESTSI1A,GESTATA,33545,60
VSDRLA-NA2,1,5,ESTSI1A,ANDESLA,5024,30
VSDRMS-NA2,1,11,ESTSI1A,MASMITA,22854,60
VSDRPB-NA2,1,18,ESTSI1A,PACAB  ,83352,40
VSDRPO-NA2,1,5,ESTSI1A,PAOJO  ,4461,40
VSDRPS-NA2,1,8,ESTSI1A,VPESA1A,12189,30
VSDRS3-NA2,1,14,ESTSI1A,SANTA2A,45704,40
VTANM1-NA2,1,10,TABLA3A,MANOP1A,24094,40
VTANPC-NA1,1,6,TABLA3A,PACHO  ,39601,40
VTANPH-NA1,1,5,TABLA3A,PACUR  ,18475,40
VTANPN-NA2,1,6,TABLA3A,POLIC1A,8774,30
VTANPT-NA1,1,12,TABLA3A,PAICT1A,122732,60
VTANPU-NA1,1,8,TABLA3A,URRACCA,55784,60
VTANP7-NA2,1,6,TABLA3A,POLSI2A,7532,30
VTANST-NA2,1,14,TABLA3A,ESTASLA,41417,40
VTANS1-NA2,1,8,TABLA3A,ETAP11A,15315,40
VTANTE-NA2,1,13,TABLA3A,ESTATCA,38403,40
VT1PVR-NA2,1,24,TORCA2A,VILRICA,107378,40
VT1ZEP-NA2,1,2,TORCA2A,PODERTA,952,40
VT1ZM1-NA2,1,11,TORCA2A,MANOP1A,21449,40
VT1ZST-NA2,1,2,TORCA2A,ESTASLA,919,40
VT1ZTE-NA2,1,2,TORCA2A,ESTATCA,192,40
VT1ZTR-NA2,1,3,TORCA2A,TTOTC1A,1287,40
VT1ZV1-NA2,1,13,TORCA2A,VALLE1A,30269,30
VVANAL-NA1,1,10,VALLE2A,ALBROCA,38070,40
VP85VL-NA2,1,41,PPAPC2A,VERDB2A,541814,40
VP86P2-NA2,1,32,PPAPC2A,ESTAPEA,342951,40
VSDRVE-NA2,1,7,ESTSI1A,VERAN3A,8819,40
VSDRVR-NA2,1,13,ESTSI1A,VILRICA,35723,40
VSDXAZ-NA2,1,21,ESTSI1A,EALCDIA,114114,30
VSDXBN-NA2,1,38,ESTSI1A,DONBN2A,377124,60
VTANTR-NA2,1,18,TABLA3A,TTOTC1A,66267,40
VTANVV-NA1,1,6,TABLA3A,VVETK2A,31098,60
VTARAC-NA2,1,2,TABLA3A,ESTAN1A,353,60
VTARAE-NA2,1,3,TABLA3A,ESTAN2A,1710,60
VTAREC-NA2,1,19,TABLA3A,ESTACAA,70962,40
VTARGE-NA2,1,9,TABLA3A,GESTATA,15330,60
VTARLA-NA2,1,4,TABLA3A,ANDESLA,1138,30
VTARMS-NA2,1,8,TABLA3A,MASMITA,11283,60
VTARPB-NA2,1,18,TABLA3A,PACAB  ,70281,40
VPU4AL-NA1,1,6,URRACCA,ALBROCA,15201,40
VPU4EM-NA1,1,5,URRACCA,ESTAMAA,4940,40
VPU4PC-NA1,1,5,URRACCA,PACHO  ,9083,40
VPXACA-NA2,1,16,PEGRE1A,PENAB1A,48273,40
VPXAP2-NA2,1,3,PEGRE1A,ESTAPEA,702,40
VPXASI-NA2,1,2,PEGRE1A,YSAJO1A,711,40
VPXBPD-NA2,1,22,PEGRE1A,PADON  ,105243,40
VPXHC1-NA2,1,9,PEGRE1A,CONCE1A,18123,40
VPXHEB-NA2,1,24,PEGRE1A,ETBVE1A,121220,60
VSANAL-NA1,1,4,SALIDLA,ALBROCA,21707,40
VSANM1-NA2,1,9,SALIDLA,MANOP1A,25467,40
VSANPC-NA1,1,5,SALIDLA,PACHO  ,40170,40
VSANPH-NA1,1,4,SALIDLA,PACUR  ,18843,40
VSANST-NA2,1,13,SALIDLA,ESTASLA,43594,40
VSANS1-NA2,1,7,SALIDLA,ETAP11A,16286,40
VSANVV-NA1,1,5,SALIDLA,VVETK2A,31667,60
VSARAC-NA2,1,3,SALIDLA,ESTAN1A,218,60
VSDXCH-NA2,1,56,ESTSI1A,CHAGR1A,814390,60
VTARPF-NA2,1,12,TABLA3A,PBAVE1A,33417,40
VTARPO-NA2,1,3,TABLA3A,PAOJO  ,1184,40
VTARPS-NA2,1,4,TABLA3A,VPESA1A,3858,30
VTARSB-NA2,1,6,TABLA3A,ESTSI2A,5515,60
VTARVE-NA2,1,3,TABLA3A,VERAN3A,1836,40
VTARVR-NA2,1,10,TABLA3A,VILRICA,20025,40
VTAXAZ-NA2,1,22,TABLA3A,EALCDIA,99898,30
VPXHJV-NA2,1,7,PEGRE1A,JJVAL1A,10706,60
VPXNAL-NA1,1,13,PEGRE1A,ALBROCA,81563,40
VPXNA3-NA1,1,14,PEGRE1A,ADETM2A,102762,60
VPXSBV-NA2,1,18,PEGRE1A,BVVCS1A,86278,40
VSAREC-NA2,1,17,SALIDLA,ESTACAA,73192,40
VSARLA-NA2,1,2,SALIDLA,ANDESLA,545,30
VSARPB-NA2,1,17,SALIDLA,PACAB  ,73262,40
VSARPF-NA2,1,13,SALIDLA,PBAVE1A,31512,40
VSARPO-NA2,1,3,SALIDLA,PAOJO  ,1586,40
VSARSB-NA2,1,5,SALIDLA,ESTSI2A,6084,60
VSARVE-NA2,1,3,SALIDLA,VERAN3A,1130,40
VSARVR-NA2,1,11,SALIDLA,VILRICA,18474,40
CHKMA-R,1,88,ESTAMAM,CHAGR2A,1685446,60
CHPAL-I,1,31,CHAGR1A,ALBROCG,425395,40
COSAL-I,1,17,BVVCS1A,ALBROCF,133905,40
MPVAL-R,1,74,ALBROCA,PENAB2A,1334286,40
MPVMA-R,1,70,ESTAMAK,PENAB2A,938057,40
TOKMA-I,1,66,ESTASIB,ESTAMAN,1018061,40
TOKMA-R,1,67,ESTAMAN,ESTASIB,1044223,40
TOVAL-R,1,82,ALBROCA,ESTASIC,1662762,40
VVR4C5-NA1,1,26,VILRICA,HSBCL3A,151417,60
VVR4EM-NA1,1,30,VILRICA,ESTAMAA,203282,40
VVR4PC-NA1,1,30,VILRICA,PACHO  ,207425,40
VVR4PH-NA1,1,30,VILRICA,PACUR  ,208122,40
DIKAL-I,1,67,PARED2A,ALBROCB,1070930,40
DIKAL-R,1,73,ALBROCB,PARED2A,1500538,60
PEKAL-I,1,45,ESTAPEA,ALBROCB,540883,40
PEKAL-R,1,51,ALBROCB,ESTAPEA,749032,40
TOVMA-R,1,78,ESTAMAL,ESTASIC,1222517,40
VVVKC5-NA1,1,6,VVETK1A,HSBCL3A,15053,60
VACCNM1-B2,1,11,ESTAN1A,MANOP1A,28655,40
VVVKVV-NA1,1,2,VVETK1A,VVETK2A,2059,60
VVVLMC-NA1,1,5,VVETK1A,MERMACA,13667,60
VVVMMS-NA2,1,12,VVETK1A,MASMITA,43312,60
VVVNAC-NA2,1,7,VVETK1A,ESTAN1A,56330,60
VVVNAL-NA1,1,3,VVETK1A,ALBROCA,3750,40
VVVNAZ-NA2,1,21,VVETK1A,EALCDIA,281621,30
DIVAL-R,1,84,ALBROCA,PARED2A,1741276,60
PEKCS-I,1,35,ESTAPEA,VVETK1A,331306,60
PEKCS-R,1,38,VVETK2A,ESTAPEA,353036,40
VAKAL-I,1,41,VALLE1A,ALBROCC,347234,40
VVVNDB-NA2,1,12,VVETK1A,CAL1C1A,216791,40
VVVNEA-NA2,1,28,VVETK1A,AMANE1A,426045,40
VVVNEC-NA2,1,17,VVETK1A,ESTACAA,220902,40
VVVNER-NA2,1,11,VVETK1A,ESTAPAA,189728,40
VVVNM1-NA2,1,10,VVETK1A,MANOP1A,102877,40
DOKAL-I,1,56,ESTA24A,ALBROCB,872696,40
PEKMA-I,1,43,ESTAPEA,ESTAMAN,493202,40
PEKMA-R,1,46,ESTAMAN,ESTAPEA,460592,40
VAKAL-R,1,45,ALBROCC,VALLE2A,559943,30
VALKVR-NA2,1,21,ALBROCA,VILRICA,205965,40
VAM0S7-NA2,1,38,AMANE2A,SANVI1A,311791,60
VVVNPB-NA2,1,18,VVETK1A,PACAB  ,223667,40
VVVNPD-NA2,1,12,VVETK1A,PADON  ,275874,40
VVVNPN-NA2,1,6,VVETK1A,POLIC1A,47119,30
VVVNPO-NA2,1,5,VVETK1A,PAOJO  ,32102,40
VVVNPP-NA2,1,6,VVETK1A,PAPUE  ,70089,40
VVVNPS-NA2,1,8,VVETK1A,VPESA1A,69824,30
VVVNP2-NA2,1,17,VVETK1A,ESTAPEA,346214,40
VVVNSB-NA2,1,6,VVETK1A,ESTSI2A,42681,60
VVVNSI-NA2,1,16,VVETK1A,YSAJO1A,323891,40
DOKAL-R,1,61,ALBROCB,24DDI2A,1058546,60
DOKCS-I,1,46,ESTA24A,VVETK1A,598589,60
PEVAL-R,1,62,ALBROCA,ESTAPEB,967961,40
PEVMA-R,1,58,ESTAMAK,ESTAPEB,637756,40
VBNNPC-NA1,1,5,DONBN1A,PACHO  ,70774,40
VBNNPH-NA1,1,6,DONBN1A,PACUR  ,85631,40
VCHNAL-NA1,1,23,CHAGR2A,ALBROCA,236148,40
VCHNPC-NA1,1,24,CHAGR2A,PACHO  ,277371,40
VVVNST-NA2,1,13,VVETK1A,ESTASLA,147648,40
VVVNS1-NA2,1,8,VVETK1A,ETAP11A,73816,40
VVVNTE-NA2,1,13,VVETK1A,ESTATCA,148205,40
VVVNVE-NA2,1,7,VVETK1A,VERAN3A,56456,40
VVVNV1-NA2,1,10,VVETK1A,VALLE1A,97677,30
VVVOPC-NA1,1,3,VVETK1A,PACHO  ,9433,40
VVVOPH-NA1,1,3,VVETK1A,PACUR  ,6173,40
VVVSBV-NA2,1,9,VVETK1A,BVVCS1A,33383,40
VVVSCA-NA2,1,20,VVETK1A,PENAB1A,291486,40
DOKCS-R,1,49,VVETK2A,24DDI2A,597698,60
DOKMA-I,1,54,ESTA24A,ESTAMAN,812109,40
PGVAL-R,1,68,ALBROCA,PAGOS2A,1144450,40
VPCMMS-NA2,1,23,PACHO  ,MASMITA,176935,60
VPCNS7-NA2,1,45,PACHO  ,SANVI1A,1160859,60
VPHKGE-NA2,1,17,PACUR  ,GESTATA,94818,60
VPHKVR-NA2,1,18,PACUR  ,VILRICA,104594,40
